sample_HFS156	sample_HFS157-resub	sample_HFS158	sample_HFS159	sample_HFS160	sample_HFS199	sample_HFS200	sample_HFS201	sample_HFS202	sample_HFS253	sample_HFS254	sample_HFS255	sample_HFS256	sample_HFS257	sample_HFS303	sample_HFS304	sample_HFS305	sample_HFS306	sample_HFS307	sample_HFS348	sample_HFS349	sample_HFS350	sample_HFS351	sample_HFS352
ACACB	5.077399	3.442639	7.45032	5.388987	7.3873	2.729266	3.37864	2.829645	2.913553	3.388315	5.925234	9.89202	4.45671	5.485467	4.195613	3.640113	5.71924	7.859	4.806543	5.087677	4.81912	3.400955	3.946134	2.928312
ACAD10	12.8102070967324	10.4552600592199	10.6252	13.575837	9.988094	7.6777	9.5908200233301	9.482635879	7.836792	8.22772	8.98216	8.945589293802	8.33238	9.74167	11.6491	12.8866	9.55124	8.065785	7.73363371	6.892972	4.940927	4.48635	7.37877	8.89436
ACAD11	0.755674	0.697272	0.78083	0.798105	0.845936	1.35983	1.20021	1.20501	0.706541	1.52571	1.33969	0.400727	0.944473	0.982685	0.745857	2.62302	1.48823	1.77997	0.520375	0.679854	0.622029	1.67843	1.22136	0.685533
ACAD8	29.0569	28.8128	30.938	29.9945	29.1938	23.3969	22.0504	27.2366	18.2305	20.4678	25.1598	20.8133	25.1882	30.4218	20.3486	20.4712	27.9491	22.2113	21.796	25.8832	23.9349	19.9273	23.1096	22.5861
ACAD9	89.9446	72.145	72.0628	81.2142	69.3504	62.657	63.9777	76.3878	72.5559	67.5674	76.3048	68.9285	68.2179	65.4381	58.5568	65.377	63.0526	71.2195	71.1311	62.1007	67.9416	60.4703	60.7168	67.9708
ACADL	31.5528	32.2603	39.1251	34.1609	40.4644	42.9266	35.0912	31.4789	33.788	44.2248	41.4204	40.8282	34.7711	46.1212	33.268	30.2445	50.3955	39.0058	34.2209	34.2035	33.9103	46.2815	39.7229	36.4856
ACADM	40.4344	39.2553	49.2678	45.3935	58.766	57.3565	45.5156	48.7733	51.3634	59.1128	52.8541	50.7067	47.4187	53.2035	64.5016	46.9119	54.5634	49.8462	38.6065	56.6417	47.4581	51.6771	62.3107	57.8322
ACADS	23.6556	20.1884	27.8307	23.0027	23.4693	16.2033	13.2647	23.6519	17.5087	22.7503	20.9138	22.3864	23.9478	14.8644	22.2977	14.6573	29.9274	24.6766	23.7795	14.9476	12.6507	19.312	17.1758	16.3184
ACADSB	85.0286	103.46	96.0346	101.772	95.8306	118.94	94.5904	102.546	102.451	98.6358	102.676	70.5431	74.6551	97.0513	102.08	90.0805	92.8215	106.917	86.26	83.3399	79.7542	98.2194	102.659	100.223
ACADVL	162.479	151.218	183.634	153.353	171.774	143.659	156.675	161.815	134.607	168.483	185.13	208.199	143.491	175.789	163.522	160.742	175.104	197.066	175.978	139.995	166.981	177.188	175.115	165.463
ACAN	2.005447	2.477664	2.8892853069	1.90628	2.540512	0.55046	1.2046979	0.674179087618	0.9560911422	1.19649679703	1.892695	1.73852	1.101213036603	1.764644	1.219482184095	1.61122242766	1.08734	1.3070504239129	1.21425336341106	1.47562	1.475517	1.26441958459	0.872216	1.152005
ACAP1	8.13463	5.64254	4.4644	6.4128	3.26234	4.09582	5.28661	2.64625	3.97287	3.516	4.32003	5.18912	1.81027	4.97735	4.97613	3.28036	2.56848	3.83685	3.39561	2.28439	3.14936	2.95312	4.14434	3.52107
ACAP2	21.511299227365	15.8859655288	19.5211700007594	21.1127180589188	19.3779310012562	22.4649211	21.3981835548292	20.7289020679026	23.03958181333	18.7970200001901	23.56774517	24.3475400637668	19.3445745	26.2940647782365	32.7909660064476	28.463597	25.67362	20.44947	19.231191	23.5250204	29.357001	23.924108111992	26.7826605039	28.679753293896
ACAP3	159.185	121.465	113.592	137.887	119.695	111.895	151.289	140.92	146.629	115.245	132.064	110.986	105.507	131.881	128.965	135.115	143.56	140.315	165.54	120.83	90.1062	129.82	107.448	122.841
ACAT1	33.3917	35.9512	49.9335	42.4014	50.1533	36.2827	36.8456	30.6253	37.6667	53.5023	43.8883	42.936	33.8985	36.1212	44.8204	50.2808	41.8258	42.0042	37.7239	44.3661	36.0514	35.8877	44.694	49.1627
ACBD3	17.6682	20.1509	22.9462	20.5833	22.4052	27.846	22.7567	21.306	22.0395	29.5433	22.9144	24.3327	26.2245	20.5957	27.0639	23.0711	18.553	21.3515	18.5076	24.9433	24.8585	20.9259	24.2195	23.2837
ACBD4	15.591536	19.56026	16.8829400631578	12.30426	12.439564	16.088245	18.80125	17.13803	14.816661	12.958122	12.8391	17.70475	14.41203	17.62737	12.88704	15.78132	15.05	16.616529	16.28708	15.40867	12.85698	15.926693	13.00425	14.80269
ACBD5	27.1012766	33.955015	39.6730253	34.4679099	49.3969842	45.9340413	30.943739	28.7798665	42.990797	35.129121	42.241053	42.563743	46.141101	35.981439	40.502802	34.569008	32.8330808	34.570084	25.1914520113687	41.154112	48.085165	39.334528	46.054233	42.65803
ACBD6	57.1858	67.1586	94.1487	88.1682	70.1897	84.0632	42.7972	82.9198	52.9354	73.0879	50.2985	41.2906	42.1512	52.7174	42.1523	48.4939	57.6974	58.4501	65.414	45.1272	33.3873	43.091	49.927	50.8809
ACCS	15.40665	1.893261	11.26672	14.11022	16.49474	11.3715	10.67107	9.97771	4.5493	11.82703	7.93866	12.77666	4.99441	9.49221	8.69876	9.70027	12.53384	8.5997	13.97783	5.64556	7.10986	9.40028	5.41619	5.48979
ACCSL	0.0712447	0	0	0	0.211797	0	0.112761	0	0	0	0	0	0	0.0969894	0.656204	0.0986169	0	0.0984091	0	0	0	0	0.154711	0
ACD	48.563798	46.32643	32.95781	33.85836	33.901411	35.6096	38.81952	50.09946	36.13981	39.19177	44.09797	32.701852	29.525416	32.290047	40.17962	49.21293	41.72201	39.871877	31.7848	41.14543	35.5571	33.6458	33.950366	35.95766
ACE	4.43577	2.66916	4.47937	6.72545	4.97817	5.64844	4.73707	4.267037	5.7257	4.242529	4.84902	4.90444	2.205555	4.06716	6.38751	5.91757	5.02428	4.891027	9.74432	5.90509	3.93083	4.09139	5.8864	6.25705
ACE2	0.071212	0	0.0581517	0	0.0672006	0	0.0715184	0	0	0.182029	0	0.179057	0.0562771	0	0	0	0.0708406	0.0623965	0	0	0	0	0	0.363913
ACER1	0.208263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACER2	12.5061	9.82288	5.71846	5.17713	9.09825	8.51173	9.95347	7.30623	11.1794	10.3065	7.7333	10.3244	8.46755	6.87899	7.00632	6.5977	8.05714	8.79375	5.53105	16.1571	13.0334	10.4973	14.1628	8.99262
ACER3	15.06587	20.49303	22.13364	22.77178	21.1009157535	26.1374183449	13.51162	16.33934	17.8936311781	19.00512438	17.46575	14.08078	13.82644	13.06701	21.889000162607	19.4350096232	14.51616	17.67650625	15.4306	16.316	13.19513	13.17979	25.58411	17.8753
ACHE	15.05328	20.06282	35.63186	11.66126	18.244	11.50403	11.80611	10.38016	8.15913	7.7815	12.88406	14.189677	19.27553	22.27722	17.13131	15.2406	11.93141	14.28354	12.71809	12.90828	12.62224	17.60421	10.15779	16.19171
ACIN1	150.13967	118.37995	111.75875	130.31495	83.39544	119.70544	119.88051	111.53508	107.56214	106.56614	126.61667	133.68596	103.6703	122.91977	102.31821	123.73232	104.14046	113.70547	102.2868	106.29206	108.95916	116.94088	115.10579	109.84702
ACKR1	6.3474	6.56441	4.79855	5.71474	3.14242	3.68413	2.36441	3.9359	3.38004	3.72237	4.01178	0.984641	4.49428	5.74387	1.81149	2.93148	4.22619	3.78543	3.32926	3.0838	5.11854	4.93556	4.67947	2.56859
ACKR2	0.0152904	0	0	0.149739	0	0	0	0	0	0	0	0.141716	0	0	0	0	0	0	0.160466	0	0	0	0	0
ACKR3	9.865138	15.59837	9.10335	10.5094	11.058374	2.28459	8.25328	5.0091695527	6.97948	11.4536	5.31091	8.38899	9.528352	8.07405	9.20643	11.48012	9.97155	3.81424	4.01717	9.91883	7.63227	7.44301	7.68663	5.05303
ACKR4	0.0417836	0	0.1257	0.136384	0	0.304701	0	0.162967	0.331676	0.794115	0.717253	0.773895	0.121742	0	0.129	0.406181	0	0	0	0.109936	0	0.366535	0.214243	0
ACLY	40.6806	40.376	35.8561	36.2493	59.3583	50.642525	43.4225	42.8491	54.0449	54.3845	56.9143	50.2454	58.5993	35.331742	60.2878	51.2092	52.506	59.2538	55.5059	60.4388	63.789703	53.3137	52.8677	52.94254
ACMSD	0.0959613	0	1.3008	0.939792	1.67029	1.40156	1.24598	0.561819	0.953982	0	1.48366	0.889777	0.840068	0.763623	1.04013	1.7133	1.56559	2.17586	0	0.253093	0.837786	0.423254	1.48589	0.231173
ACO1	24.7755	21.0991	21.2486	29.282	21.1234	26.6285	17.2584	21.7072	17.3023	26.3271	26.474	23.4336	16.3054	17.5387	23.6313	17.4478	23.2716	24.3188	21.706	17.6508	20.9213	20.2906	29.4503	26.4756
ACO2	529.145	463.575	525.2235	459.078	550.6684	566.5751	535.0154	528.2378	537.9512	553.994	551.2772	579.5324	560.7232	592.3926	535.269	586.2171	611.5207	650.3949	685.708	612.2937	554.5862	566.3861	492.038	608.6919
ACOD1	0.0390469	0	0	0	0	0	0	0.152244	0	0	0	0	0	0	0	0	0.141833	0	0.137013	0	0	0	0	0
ACOT11	8.1678659	8.234608	13.47206	8.53752	7.16911	2.84199	7.01227	3.148847	4.817974	5.94361	5.135316	9.705484	9.125707	9.225833	3.943092	6.67503	4.35801	5.605205	8.0008	2.4374	8.16885	3.30321	2.88859	1.817412
ACOT12	0.399347	0.348981	0.587792	0.893038	1.127739	1.01749	0.490708	0.218012	0.331918	0.175838	0.660951	0.681118	0.325149	0.355581	0.978173	0.722782	1.52884	0.879864	0.394873	0.58609	0.359763	0.710133	0.707327	0.878425
ACOT13	125.372	123.353	156.566	146.977	153.513	111.301	120.582	101.284	137.271	188.978	134.323	133.967	140.889	133.912	126.812	139.981	112.804	149.893	120.949	106.137	120.513	128.586	142.704	102.851
ACOT6	0.897593	2.2849665	1.80353	1.58199	2.64001	0.919947	1.03612	2.723086	0.990287	0.885534	1.64683	1.24234	1.74662	1.27832	1.7542	0.916343	1.87128	0.95378	2.63536	1.47172	1.557967	1.292157	0.719582	1.33271
ACOT7	237.329	249.325	248.169	210.459	196.169	178.349	216.329	202.446	196	215.308	212.04	193.813	229.802	174.579	151.423	178.562	223.642	201.69	191.044	177.045	173.393	217.384	148.276	172.496
ACOT8	25.9574	37.567	30.4487	29.3266	27.8784	31.3814	24.819	24.2034	28.935	26.8718	26.3384	30.1848	31.9195	37.9225	22.538	23.6205	24.5996	26.1004	26.4377	26.6635	18.5565	21.7659	22.6999	25.897
ACOX1	76.69507	76.0457500498098	83.14366	91.5417	72.94102	85.071366	74.881682	77.6747	87.3666	81.66901	93.94065	91.18647	90.15492	82.035914	97.62709	94.652742	93.31562	88.9018213049	76.028097	87.285769698	92.49855	96.55869	102.24075	91.711388
ACOX2	8.2475667	6.60746159784	11.6263	8.36472000043024	11.30894	9.382850634315	8.512070020513	8.2053300072622	9.3122	11.9828	10.5264920004912	10.9557906	8.64114	10.4041400010859	8.35071000183146	7.618313	12.9022500039861	10.5638421	7.62351	9.4599	6.2923	10.1408	11.47480926614	10.042148
ACOX3	17.9664108143	11.69613	14.549732	12.6514500175105	11.111101	8.64899	12.769882	11.84658	11.340027	9.362592	15.1526400045665	11.3951670418274	10.529911516	11.151645	13.81208145776	18.47765208	11.606672265	12.2390900058161	12.403128	11.619674562	10.0226932	10.6747500014804	10.9306	11.12012
ACOXL	0.176675	0.647628	0.498323	0.691632	2.77462	0.109764	0.779855	0.588797	0.953892	0.943754	0.466406	0.278996	0.920541	0.0960328	0.323	0.0973876	1.54804	0.826088	2.41715	0.907021	0.96157	1.8812	0.453074	0.423873
ACP1	145.33542	124.75429	154.53036	128.682026	159.28045	137.42588	157.52766	136.176498	133.28828	141.41661	135.53792	131.3208	147.5855	136.87228	125.380485	141.59057	113.361056	138.441162	120.090902	153.28819	137.17308	114.17831	106.91584	140.09819
ACP2	61.1606	64.5167	62.13609	66.26925	61.35697	51.08366	49.4289	55.64211	50.635	49.30251	52.82973	56.09902	57.18296	51.18609	57.09312	53.91629	51.548977	59.54424	54.496845	59.86776	58.80684	56.54507	48.88238	55.8253
ACP3	0.798142	0.511368	0.262816	0.775689	0.756558	0.322575	0.315823	0.710538	0.392418	0.510896	0.652541	0.993629	0.440247	0.914903	0.610204	0.656824	0.977725	1.45145	0.277505	0.509994	0.935843	0.305654	1.68992	0.456127
ACP4	0.0799643	0.261327	0.360705	0.521997	0	0	0	0.935445	0.793004	0.126505	0.411708	0	0.116441	0	0.369985	0.517954	0	0.129212	0.140236	0	0	0	0.204615	0
ACP5	6.35537	4.04053	5.84809	4.39659	3.18032	3.6474	2.6454	3.01416	2.83307	0.900703	2.75132	4.14824	1.66511	2.82223	3.60518	2.86867	4.27867	4.43248	2.62758	4.72765	4.54661	2.98251	3.62422	4.47162
ACP6	13.705162	17.369602238	17.124596	20.2129	17.400966	14.09297	13.92713	16.057823	13.257114	10.099474	17.135677	12.181254	15.69453	18.99521	20.692937	13.008885	17.79129	22.33698	21.399447	14.22365	12.037769	8.166464	11.090963	18.524411
ACP7	1.07193	0.42977	0.591181	0.96379	0.227728	0	0.121256	0.127849	0.259765	0.103366	0.675208	0.303341	0.190796	0.521312	0	0.530268	0	0	0.115466	0.344149	0	0.285553	0.333333	0.467224
ACR	0.0834835	0	0.251147	3.67501e-06	0	0	0	0	0	0.132217	0	0	0.121619	0	0	0	0	0	0	0	0	0	0.21402	0
ACRBP	0.188375	0.0882506	0.080703	0.351243	0.373048	0	0.397155	0.104775	0	0.0844612	0.0922224	0.0828246	0.0781216	0	0.164946	0.0868249	0.294005	0.433214	0	0	0.345495	0.116477	0.135838	0
ACRV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294667	0	0	0	0	0.502204	0	0	0.504838	0
ACSBG1	86.0844	89.6799	111.596	87.6179	79.2961	65.6642	78.2472	76.6158	59.6806	64.3205	67.306	88.4537	65.6448	101.776	67.4454	70.3984	86.6236	81.0281	76.9191	62.4582	67.0211	58.4674	74.5707	75.4508
ACSF2	12.4095	14.5741	16.4217	14.4103	11.7706	9.82255	11.3358	11.1587	10.038	17.2325	15.3661	16.3563	11.468	17.4661	12.6614	11.1786	11.1245	11.4527	10.7874	10.087	12.2275	9.37642	13.0212	11.632
ACSF3	18.9603	18.6563	15.5838	17.6591	13.6371	13.7499	17.2905	15.8458	13.6771	9.01185	15.6257	14.9518	10.9284	12.8026	16.4077	16.0876	19.7456	16.1148	16.0947	14.6566	11.3756	12.482	12.367	17.3948
ACSL1	19.17629	22.97936	27.72537	25.545020020527	28.94294	31.69301	28.40301	24.6492900034331	30.70536	29.69098	32.16101	31.78027	29.61132	33.84676	36.41409	34.08047	31.88542	31.047537	31.48515	33.9035	32.705188	36.28164	36.91508	37.18902
ACSL3	188.59	169.705	212.56	163.278	187.428	147.073	168.634	156.129	185.353	146.565	157.959	225.237	179.306	205.05	151.613	154.75	162.177	173.551	145.25	157.837	185.074	191.761	138.821	166.688
ACSL4	33.00926	41.330033	54.02704	38.99331	80.28486	73.8651	49.2077	52.90531	77.8660565	70.7617	74.76898	70.44542	88.27523	60.47257	81.0048	59.7373	59.64592	66.7613	40.80267	94.60021	98.8674	77.7176	66.21539	64.542
ACSL5	4.38084	3.932849	5.359696	4.945893	4.912538	5.645589	3.510521	4.05941425	5.48448	3.48976	4.20804	3.134197	3.352969	3.83045	5.687337	4.055973	5.15573000609922	5.809441	1.865847	3.579774	4.767458	5.17483	6.0759100678564	5.04929
ACSL6	91.80625	113.05065	127.15572	97.8760300017452	135.1656949706	112.96553	107.53526	105.07877	106.576660258889	121.77005	125.10901	149.61387	110.46211	131.2928	131.22401	111.95202	144.9757	122.86957	106.856468	120.2071	134.000118	120.73982	127.1454	128.29294
ACSM1	0.0703839	0.231028	1.68738	1.3779	1.38122	0.425935	0.864849	1.18701	0.555587	0.514354	1.20552	0.288635	0.612454	0.670163	1.14848	1.05869	1.79555	1.66018	0.580331	0.735505	0.60049	0.404949	1.53402	1.32402
ACSM3	1.00857	3.18927	1.86342	1.85119	1.49802	1.86524	1.19612	1.2622	1.6011	1.52631	2.0368	1.16407	0.627416	1.62978	2.15274	2.00479	0.78704	1.65266	0.571856	2.12021	1.9656	1.63716	1.22743	2.29483
ACSM4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102469	0	0.099244	0	0.120585	0	0	0
ACSM5	0.0306612	0.150982	0.551248	1.12546	1.35369	1.00186	0.93235	0.447462	0.816733	0.144002	0.472615	0.777928	0.533544	0.51087	0.703398	1.03755	1.34104	1.47912	0.325108	0.300327	0.784432	0.694318	0.231209	0.972877
ACSM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103084	0.216753	0	0.216294	0.117933	0	0.144366	0	0.170409	0.159231
ACSS1	17.0467	10.4059	23.1348	21.2427	15.1109	12.9164	17.8582	17.1548	19.5351	20.6472	19.0575	20.5253	12.6521	13.1794	13.0258	19.6314	24.8637	14.4559	14.6621	14.4257	29.0582	23.4794	23.3733	20.5533
ACSS2	50.0541	46.8392	50.9224	60.0361	65.8391	59.2954	56.1825	57.4707	58.5016	54.5983	62.6865	63.6355	52.179	60.8751	55.2006	61.6752	63.7912	61.5924	61.069	62.6966	61.5702	58.9512	57.0941	55.7278
ACSS3	4.42528	8.25795	8.61444	10.3806	8.47457	8.806	11.9287	10.4514	9.09936	9.72298	12.9001	14.0035	9.79044	8.52311	12.7054	11.424	9.3974	15.2123	8.87327	10.6129	10.0737	9.007	14.8921	11.597
ACTA1	2.42895	57.463	11.3218	14.8103	66.9538	15.929	75.0939	59.3903	57.5427	14.5901	8.32908	12.7019	60.8458	54.9317	26.2172	144.16	138.587	111.601	59.514	6.78531	14.1542	74.4788	65.8455	53.6517
ACTA2	14.8495	12.8545	12.0393	60.8463	9.49203	51.1356	7.47891	17.0743	41.1024	59.9583	13.4878	19.8592	5.12098	49.2706	23.6422	14.6594	11.1542	26.9594	21.0327	22.616	8.08969	10.4677	58.2757	30.5212
ACTB	2704.03	2319.01	2408.06	2322.78	2164.02	2368.44	2072.57	2490.37	1783.14	2180.4	2184.3	2477.99	2520.36	3235.84	2639.15	2329.46	2397.66	2155.92	2853.69	2643.62	2331.52	2033.66	2104.32	2326.43
ACTBL2	0	0	0	0	0	0	0	0	0	0.305863	0	0	0	0.153079	0	0	0	0	0	0	0	0	0	0
ACTC1	8.3729116087	29.474881395	44.2747	23.700848	12.28161	24.273032	7.871004981	11.6692550474	14.5245608457	32.956452458	26.953484	20.8584449735	10.25921321	10.62120687774	48.00919	19.538195	26.37066096	30.7072301	87.3680472553	25.94692	23.05982445	7.28358	14.097810684	12.415321698
ACTG1	1071.26	777.54	900.645	949.519	912.46	820.428	806.054	761.322	804.457	854.048	917.854	842.045	950.782	931.742	886.055	865.136	927.81	963.87	1065.76	892.174	916.478	664.017	628.162	851.255
ACTG2	0.23166	0.141822	0.261435	0.567133	0	1.10905	1.28759	0.847225	1.37988	2.61684	0.745771	1.07303	0	1.38185	0.268425	0.563264	0.315259	0.281028	0.304229	0.914863	0.755173	0.953995	0.669325	2.70831
ACTL10	0.334888	0.72786	0.0509602	0.499973	0.0588899	0.123477	0.376	0.198666	0.0670762	0.318728	0.291428	0.156917	0.197253	0.162012	0.519334	0.164351	0.435	0.382692	0.0603477	0.266254	0.144416	0.0730627	0.255226	0.397912
ACTL6A	12.2528	11.8436	14.6232	12.3008	14.4971	14.0682	10.0714	9.62826	11.6252	12.9295	9.17067	12.9556	15.4967	11.9279	15.9165	13.105	10.0713	11.5902	12.331	12.4087	13.4427	12.0173	15.9359	16.0727
ACTL6B	112.171	78.9421	78.9246	99.6861	88.8739	69.283	86.5024	88.734	67.2478	88.5903	84.9186	64.1375	68.591	73.9175	101.112	96.1949	65.6499	85.2497	92.5198	81.0662	63.9475	71.0387	70.9648	75.0115
ACTL7A	0	0	0.121527	0	0	0.294577	0	0	0	0	0.27741	0.748211	0	0	0.124668	0.130884	0	0.130604	0	0	0	0.35403	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0.253608	0.33058	0.305756	0	1.06004	0	0.376599	0	0.201865	0	0	0	0.444328	0	0	0	0	0	0.17705	0	0.443978	0.224271	1.05026	0
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTMAP	6.864052	6.421523	7.9247	6.9143000907229	9.526884	5.70867	4.71463	5.99102	6.59781	7.00931	5.0743	3.66424	4.62459	5.53101	10.1515	6.85045	4.86019	6.51756	5.4224	6.45933	6.472	3.555029	4.11148	8.37215
ACTN1	45.18637	50.9919	36.49494	46.34108	33.96509	51.66053	39.46825	32.53679	41.65646	40.36664	40.61285	51.08434	37.37688	55.25882	38.30399	49.49308	38.76186	48.223	49.41365	45.80002	46.29009	38.8582	50.73299	39.93594
ACTN2	10.129884	12.29678	12.84184	14.90464	17.09963	15.26005	13.385022	17.42184	16.17832	15.151	17.443429	11.08535	19.063793	9.734566	20.14017	20.8321	20.6967	21.44702	16.70553	14.1419	21.625407	13.51967	20.36566	16.21466
ACTN3	0.337644	0.959613	0.462429	0.672118	0.178129	0.560235	0.126369	0.534143	0.135262	0	0	0.210951	0.248604	0.980087	0.837828	0.939021	1.19039	0.771712	0.365042	0.447432	0	0.294692	1.20103	0.481488
ACTN4	91.35703	91.03848	78.90002	88.90458	73.5509206	104.18544	100.41188	101.65194	100.486672	112.259447	93.33546	100.528238	101.612455	88.346	95.32765	113.135135	82.62198	98.329	107.59389	84.3802	99.986229	92.120353	103.52464	87.88542
ACTR10	52.1745	58.0415	75.9579	66.011	93.3486	91.8133	83.9842	84.1821	93.7681	93.0073	82.3555	82.5005	85.3005	72.7316	89.4777	102.814	65.0563	89.0345	54.9252	87.5272	97.6177	85.3034	87.018	99.439
ACTR1A	269.651	237.319	237.572	278.963	228.852	246.188	295.548	270.918	277.99	249.204	237.572	249.679	259.282	247.147	208.869	248.075	225.685	232.069	258.458	224.85	238.969	268.819	241.627	232.183
ACTR1B	263.212	319.855	238.98	274.34	250.103	276.28	311.103	293.987	283.021	240.671	242.885	220.79	244.166	234.569	215.264	238.567	244.269	240.729	255.567	248.44	233.094	303.591	239.924	256.239
ACTR2	120.83178	151.138999	187.177084	154.3034	209.361034	255.5935	142.236300096798	160.9975	205.72732	174.6445	176.18695	183.0795	194.0069	198.9196	271.994238	211.22	177.6628	182.1687	125.6941	242.57333	225.738897	171.4752	228.1852	182.59904
ACTR3	170.632	175.858	250.855	199.814	319.775	284.926	237.82	242.027	277.772	216.064	231.656	253.974	311.071	355.338	330.992	273.073	257.309	210.804	188.681	293.626	316.883	268.935	253.572	248.667
ACTR5	24.17124	17.14495	12.965	17.5353	15.07111	18.94771	21.30454	19.03899	19.07555	16.20628	17.38512	12.04057	13.9051	15.08858	17.42129	16.45083	17.38385	22.53189	17.51407	17.54004	17.1454	13.68801	17.91174	17.21389
ACTR6	29.4762	32.0119	45.2117	37.4373	45.3501	46.284	42.8611	35.264	51.1022	47.0445	41.9536	45.5591	47.3733	41.8729	40.3859	35.1511	36.9959	36.0386	24.0821	43.0023	53.5806	48.8193	39.7409	47.8218
ACTR8	15.76663	13.21235	15.65158	15.7688	17.98781	19.20232	16.44356	17.58654	18.23961	13.451365	17.186623	18.03534	15.59825	22.11061	19.24538	23.61294	16.06299	15.60926	17.61735	18.75053	18.86438	19.59764	16.29026	20.00757
ACTRT2	0.0159752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTRT3	1.1378	1.29204000127593	1.2919	1.24924	1.22912000052498	1.16356	0.901579	1.71664	1.46421000098537	1.1827	0.79750100108946	1.17242	1.85262	2.216566	1.50162	1.811186	1.76410000090588	0.918692	1.00184	1.210909	1.25196	1.11478	1.64628	1.37466
ACVR1	19.051543	21.45638	26.479709	26.92612	30.32863	36.35115	29.3098	26.15908	27.05891	40.46677	26.79751	26.95824	22.809045	30.919	32.912	33.159536	24.954168	28.11151	32.06486	36.541168	27.031696	21.91633	36.10721	34.93552
ACVR1B	55.1179	67.3084	59.5401	62.1421	57.7745	71.2884	56.7286	63.6779	71.2247	63.3535	68.5121	66.3194	77.9838	59.572	77.9541	71.7225	61.0815	67.8696	70.282	70.7747	72.5819	71.5336	58.5036	60.7853
ACVR1C	0.900687	1.20664	1.82868	2.41571	3.39059	4.81014	2.61642	2.85846	2.69127	5.49216	1.98449	1.51299	1.24082	0.941112	9.09163	3.371	3.27898	5.20713	1.84136	4.51783	3.54592	1.16428	4.62312	6.6083
ACVR2A	24.0099	17.33551	16.34175	21.3495	25.60443	23.33896	20.34128	22.3628	24.1139	22.3905	25.4548	23.23991	24.5666	13.88038	28.1614	19.60576	23.53238	25.5676	13.50332	25.25456	30.11928	22.68003	31.83668	27.5107
ACVR2B	1.724512	1.91836	2.767731	0.924014	2.12479	3.13939	2.585903	1.426069	2.09224	2.82406	1.62345	1.88698	1.77991	1.06174	3.92986	3.334318	1.62318	2.635072	1.676001	3.58668	2.86431	2.549778	4.08276	1.197761
ACVRL1	31.97462	15.67363	17.23067	21.89461	14.975502	12.53794	15.90562	16.15237547	13.45985	15.10066	14.10638	16.77225	16.81513	13.051341	10.99689	18.74664	10.25897	14.38202	10.37155	13.482610010271	8.23936	9.66504	9.29477	13.683247
ACY1	11.1264	20.4725	17.7649	10.2906	14.8556	6.38236	14.7192	12.8614	9.88202	8.97943	12.8504	13.6506	12.4451	16.0636	12.4171	20.846	11.0441	8.43586	9.95865	11.6865	12.2547	10.5854	9.48885	15.9073
ACYP1	103.21922	123.48074	109.4454	109.12401	112.25726	106.34596	116.07545	114.49059	127.51844	123.2634	117.8817	97.14193	131.00861	84.04678	67.179	122.32578	86.46743	74.91161	81.0938	101.3535	117.21577	121.68447	118.38058	102.81987
ACYP2	16.461392	30.674768	31.184256	22.523648	24.745912	30.697748	18.985172	34.045986	21.0739300037303	23.818581	22.41814	31.10399	24.073336	35.695654	27.87176	19.4931	23.4471	27.509026	17.073259	32.319044	24.9962	29.71657	40.200539	33.626313
ADA	0.740332	0.799373	0.487379	1.14895	0.187741	1.27955	0.299813	0.632745	0.428077	0.680148	0.835406	0.750286	0.550424	0.688011	1.16222	0.873929	1.18361	0.872096	0.76443	0.425153	0.579656	0.469003	0.820468	0.511321
