sample_HFS146-resub	sample_HFS147	sample_HFS148	sample_HFS149	sample_HFS150	sample_HFS191	sample_HFS192	sample_HFS193	sample_HFS194	sample_HFS258	sample_HFS259	sample_HFS260	sample_HFS261	sample_HFS262	sample_HFS298	sample_HFS299	sample_HFS300	sample_HFS301	sample_HFS302	sample_HFS338	sample_HFS339	sample_HFS340	sample_HFS341	sample_HFS342-resub
ACAA2	86.6545	85.1979	75.6557	85.9918	78.7075	101.944	91.8717	94.5461	79.4715	95.046	89.2623	68.7828	86.4536	88.4785	87.87	75.0757	99.943	85.877	90.3346	126.799	81.8446	111.083	85.9506	96.6465
ACACA	43.803519086	38.4333550824	48.2183514345	54.0625516971519	40.687274043	53.36270374338	32.2444899024049	38.921727907	22.3829760001843	35.120323769279	37.3599404772522	30.098300964294	47.9321300736784	61.42868210612	48.94692285081	40.4062230322466	44.6062535497674	47.768474	33.1809227516327	33.893851331761	34.930220392	47.80761992788	39.0672936242568	32.698290087937
ACACB	3.977981	3.650143	4.49883	4.71448	5.675042	4.124654	5.196309	3.741768	3.037428	3.943912	6.901172	6.1481	6.851422	4.94933	5.36697	4.407747	8.65183	6.82505	4.671054	8.81375	5.62437	4.70305	3.990527	3.763083
ACAD10	10.341035	8.32169	9.67446	11.70416	8.357846	7.30968	9.94974	10.4775331	6.29177	8.94994	9.06048	9.79398	9.12485	9.026434	10.30048	9.27357	10.21589	7.17462	8.50269	8.377478	6.62555	8.74429	6.93126	8.053962
ACAD11	1.10348	1.50655	1.01558	1.5924	0.774856	1.27622	2.37544	2.71157	0.602725	1.84702	1.35201	0.321208	1.44849	1.63383	0.968047	1.99246	0.663988	1.23324	0.713999	0.558832	1.23914	2.00448	0.673973	0.644659
ACAD8	29.7499	24.3197	28.1403	28.3873	24.3561	24.3735	25.5815	18.4588	21.5895	27.9156	26.2856	33.5429	27.8197	26.1833	26.9512	22.1465	36.3442	21.5583	24.9967	37.9866	25.3248	24.9178	23.4231	30.4718
ACAD9	71.3158	62.4097	70.1965	75.2924	63.3555	54.7194	57.6902	70.6583	57.4727	57.8208	82.8978	61.5335	60.5949	67.5064	60.3123	67.4461	59.3628	54.118	62.7352	68.0251	73.0741	67.1839	59.2807	64.372
ACADL	40.5784	37.3771	41.0001	43.4772	42.386	51.0992	47.7628	38.3618	41.5543	53.7709	31.0418	44.6136	39.4017	39.0905	33.1211	29.218	56.6285	36.7419	42.7595	53.2803	41.6006	54.2412	39.8143	40.666
ACADM	52.7218	55.6874	56.3329	51.3848	60.4633	64.6074	64.0514	63.9367	60.7926	56.8506	30.9957	34.7414	53.6188	56.1183	57.3324	38.1998	62.1541	62.7704	54.1821	73.5316	56.2583	63.8753	62.4028	65.7947
ACADS	25.8287	21.2723	19.7913	23.1745	23.0691	17.8667	18.5937	28.3257	16.7806	19.2487	27.1343	19.8917	20.6947	20.9323	26.1739	17.749	27.9573	23.397	25.7501	28.9629	19.1842	25.003	22.6591	25.1668
ACADSB	86.64	87.7571	88.7401	93.9884	89.6566	90.5938	81.078	92.8376	86.1212	105.947	95.0844	65.0844	76.3143	80.9829	72.1503	81.9167	92.8157	86.8572	86.3372	86.2998	88.7522	101.427	88.957	94.7681
ACADVL	165.031	169.411	156.508	156.465	172.68	181.455	188.851	195.547	150.582	163.218	186.148	160.013	161.671	158.734	176.777	163.889	201.171	193.213	175.144	230.784	186.832	232.37	188.788	174.884
ACAN	4.630700341117	2.98988	3.159375488188	3.50624	3.50150338198	2.25797488762	3.07328	1.551113	3.701003	2.61425	2.329857	3.638540110574	1.9943391749	2.204716806477	2.0830625	1.62405735377	1.548057	3.438687265	2.05407591339	1.789533	1.18413795015	2.740573	2.58778271958	2.174716
ACAP1	4.21269	3.73827	3.95322	3.32851	2.0461	3.86124	6.53497	3.10073	2.36448	4.15326	3.2643	4.9972	3.14871	4.29703	4.38691	2.12274	5.3702	4.41307	4.74303	4.16535	2.99395	4.72147	2.54968	3.56364
ACAP2	12.6989804498	13.142648722068	13.923811801816	14.4694760605924	11.0712831976	16.5052209111326	14.4523968459819	14.2863745302218	12.7005723303876	13.381626	10.432956	14.670578599	15.792060369063	15.962849	13.4704565484946	12.007141952	14.9326151175459	14.93425	14.37073	9.526027813128	14.6941478177725	11.07463708621	12.9543388153903	13.76771194
ACAP3	110.677	90.9242	87.1612	97.8812	104.983	79.0174	113.199	109.072	109.095	71.9668	123.828	114.437	89.7403	108.697	107.264	118.649	129.635	105.671	84.1723	93.9173	94.1708	116.695	93.1833	91.5886
ACAT1	35.7427	37.2931	39.6831	46.2411	47.1123	38.8415	44.0523	40.6396	35.2533	42.3917	37.3271	29.7592	40.2022	36.6819	45.1002	46.3984	40.4817	41.5805	38.5165	61.3678	40.9256	39.246	45.8157	56.7947
ACBD3	18.8693	25.8704	26.6585	22.223	22.2516	26.4771	22.2856	20.2573	21.5567	25.9372	18.4796	14.7509	24.1193	25.0261	21.9951	20.6947	19.3088	26.0448	27.6363	21.3981	21.9529	20.4276	22.2884	23.3027
ACBD4	17.3221	15.8869203742	15.74408	15.5679925	13.77411	17.42277	22.15349	19.15989	25.159787	23.55707	21.611	39.5377	20.02047	18.87848	21.08622	20.103473	32.09372	23.613116	21.44912	26.193219	19.91094	24.05107	22.14885	27.474404
ACBD5	31.916418	40.076101	58.861672	47.569519	42.26914	42.413082	38.4461512	39.972463	38.526036	48.286633	33.2242853	37.2101034	38.192917	34.01897759	35.067517	31.6204649	27.6111821	46.310954	39.027834	36.0890154	44.325518	31.110756	41.160998	37.640027
ACBD6	62.8637	45.5832	83.3426	105.317	94.0666	77.0783	47.386	101.809	53.5605	148.031	48.3214	83.2825	38.7635	42.5748	59.3634	66.8316	67.3957	51.1525	65.1482	68.8148	58.8535	47.3748	49.9095	64.1542
ACCS	4.159683	1.721449	7.53209	11.52916	9.2000176	7.105695	4.563922	9.97713	3.44642	6.32396	8.65974	10.97035	5.014254	3.0941	6.79892	9.14629	7.30591	4.12654	9.45251	12.23683	9.73157	3.31316	4.19104	11.01504
ACCSL	0	0	0	0	0	0	0	0	0	0	0	0.0971957	0	0	0	0	0	0	0	0	0	0	0	0.190656
ACD	51.16857	39.72642123406	28.667643	31.825443	41.553275	39.45414	38.191061	44.90886	37.20776	41.00415	55.40339	46.373724	31.97913	36.426143	44.037715	44.08432	51.14358	39.40249	34.95578	46.53328	47.147102	46.739708	38.85121	51.72832
ACE	5.03498	3.76376	4.86707	4.147182	3.83655	7.6368	5.234031	3.60171	6.06926	6.37755	5.873978	6.59915	6.17156	6.672017	6.663843	3.04618	6.21599	5.84478	5.01373	5.76713	5.15197	5.36643	5.55207	6.97744
ACE2	0	0	0	0.067763	0	0	0	0.0646209	0	0	0	0	0	0	0	0	0	0.104982	0	0.055498	0.054692	0	0	0.0404078
ACER1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.204797	0
ACER2	14.165	10.9377	6.57823	5.82439	7.18565	11.5104	13.6416	9.17845	12.866	9.82256	6.73002	9.33376	12.5426	8.85515	7.72751	5.40212	8.03488	12.1577	7.4004	16.0899	14.4125	9.72565	13.5987	11.5211
ACER3	18.16059	16.46739	20.057656	15.24522	19.1452	17.31335	17.5734	13.9744	20.939370762	21.83956	13.0403	11.22816	22.951943	14.77917	18.8899	11.59055	12.51445	23.0386	20.436685	15.80168	16.85368	16.22955	19.02283	19.53553
ACHE	11.70052	14.256431	12.25972	11.56485	14.01726	24.10715	19.24423	17.2494	21.46186	23.44291	22.78366	16.6142	21.635162	26.80923	36.4442	18.54453	33.3069	31.24788	30.17499	40.79604	30.11055	25.65248	33.51892	35.54558
ACIN1	95.81419	107.21335	97.57467	101.699427	89.66979	96.23284	104.81831	101.06028	88.26052	103.4784	98.98601	79.126234381521	99.71787	116.07536	92.94176	94.28991	121.0113	103.99257	95.7906	104.00084	105.63004	107.87188	87.35835	105.402099
ACKR1	6.30365	6.3087	6.50203	5.58769	4.37586	4.37103	4.78589	6.22053	3.79168	4.15038	4.16036	3.70628	3.01747	5.18453	2.67111	5.21472	5.61437	3.18211	4.23935	3.36271	5.42135	6.00115	6.77239	5.41397
ACKR2	0	0.147189	0.15165	0	0	0	0.153005	0.15347	0	0	0	0	0.137038	0	0	0.291719	0	0	0	0	0	0	0	0
ACKR3	16.80051	19.129818	13.55329	19.60242	14.0285	10.4289	15.08647	12.297841	10.93417	10.71367	11.50045	13.2147	13.469356	16.07633	20.6087	12.9565	25.21537	7.809966	19.969	17.2366	16.9866	11.4871	10.27737	11.6778
ACKR4	0.134333	0.669684	0.137969	0	0	0	0.139224	0	0.129498	0	0.526947	0	0	0.127385	0.131207	0.133063	0	0.2272	0.1149	0	0.236608	0.1073	0	0
ACLY	44.63464	50.059421	43.4539	53.4897	62.151	56.027242	48.1959	46.3907	46.6806	59.732	72.82107	30.9322000027632	59.7095	47.9878	65.3233	77.8157	52.7029	67.958956	74.4586	71.497448	72.5807	38.78835	48.4785	70.5197
ACMSD	0.154176	1.07828	1.74595	1.6832	0.987812	2.36876	1.76142	2.08779	1.48935	0.781331	0.301733	0.294553	0.286868	0.439292	0.905143	0.609795	0.448478	0.130663	1.58523	0	1.63266	0.49321	0.49948	0.499639
ACO1	18.995	22.9448	21.282	22.5617	26.8411	28.6492	24.4837	25.0699	22.5806	21.5181	36.6117	10.4926	22.6559	28.0945	26.4522	24.8265	20.5293	21.8879	23.169	19.4644	30.6415	29.4118	24.1634	22.5886
ACO2	602.698	589.7036	573.5424	548.6419	560.5408	587.9772	602.363	580.838	558.961	543.9671	709.9997	280.1855	571.0211	668.7948	597.323	696.8777	650.453	686.5715	670.1145	618.795	644.0395	704.7682	634.7687	627.4215
ACOD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24509	0	0	0	0	0	0	0	0	0
ACOT11	7.36947	10.339141	7.48156	8.12031	10.60405	6.142635	7.47629	3.198957	9.241833	6.4429	8.82061	10.27682	9.599536	11.63297	6.57414	3.900291	8.57312	7.13639	11.96087	6.537441	11.42654	9.15101	3.673197	2.471294
ACOT12	0.969318	1.225335	0.891135	0.684819	0.953849	1.13098	0.882907	1.383854	1.23201	0.998759	0.355181	0.447972	0.0831709	0.502655	0.701266	0.425972	0.0875015	0.303325	0.364668	0.30461	0.71096	0.574189	0.413255	0.349564
ACOT13	165.575	153.174	168.641	159.387	150.719	135.078	157.49	132.991	176.448	218.304	134.223	163.298	131.015	153.959	144.765	124.944	131.076	173.805	156.282	140.296	155.937	145.326	157.156	119.912
ACOT6	0.514243	1.562307	1.06585	1.54051	1.50486	1.44406	2.745973	1.75093	1.85788	1.82002	1.00925	2.44197	1.78843	0.487423	2.18337	3.08189	2.380308	0.869202	2.57734	2.456448	1.01839	0.827497	1.03853	2.161699
ACOT7	282.501	265.302	237.188	259.822	255.432	308.809	306.616	272.441	299.855	250.878	291.541	555.911	300.97	332.57	299.225	287.848	293.193	298.143	265.317	258.495	254.59	354.67	325.25	246.571
ACOT8	24.4719	29.0035	21.3244	20.5561	29.8282	29.2527	32.1061	31.3817	25.7687	27.9903	36.8298	39.196	24.9642	31.7416	26.7144	23.2614	31.1796	36.0391	34.9551	32.0436	23.8169	25.8486	27.4508	32.3356
ACOX1	74.9115162497	78.394363	80.883566	95.179098	69.55291	80.90044	72.43785	85.57082	68.993	68.94355	76.07041	70.387898	76.6255300101501	83.05429	86.81986	83.39312	82.34055	84.83922481	78.52641	75.614483	79.8361	77.1125000005123	78.07816817	74.82573
ACOX2	8.8299130917	9.2881	12.0753	9.57587	8.48633	11.9238	9.68723	11.816636	11.74053	10.2254300006333	8.442766	5.3107534	9.252362	10.1338	10.791396	7.467909	11.453253754	10.3052035	9.6570200184847	9.405666	8.73978	11.92255787	12.01214	8.75680100029355
ACOX3	14.166078	12.3065100006675	15.8174300018798	12.46134199074	14.4282950789	9.690511	11.54036	11.297292	12.24294	8.263999	17.284312	12.313928036595	15.508324838	16.93139	14.148048	13.145924	21.012111	16.3472557	11.84176	11.9489900018543	12.670975	15.689668	9.52568474518166	12.638333
ACOXL	1.75662	0.964447	1.19073	0.633532	3.08217	1.92494	1.20271	2.11438	1.49194	0.930769	1.1594	3.1396	1.29965	1.14904	2.55401	1.31506	2.37169	1.83974	0.911359	1.46974	0.596418	0.852929	0.977529	1.41762
ACP1	128.72726	124.39703	152.94967	138.4721	143.02571	114.08803	144.02115	145.24469	140.11836	118.31234	100.245066	54.3003	149.23759	143.93889	112.26044	119.46444	101.708863	118.80878	127.67149	128.68471	121.5664	106.29772	120.158	127.24917
ACP2	60.38031	61.7488	62.23055	59.10973	57.801	51.19887	50.7849	54.6438	51.71208	44.58884	63.54301	49.5429	54.90177	48.66575	50.29346	58.12303	56.5035	49.76498	57.70451	60.77722	56.75905	57.09328	46.13076	48.92963
ACP3	0.760909	0.6688	0.927344	0.940017	0.485773	0.804688	0.632562	1.30787	0.756901	0.702543	0.729644	0.396791	0.476045	0.989288	0.992197	1.50484	1.20793	1.32137	0.842729	0.292881	0.616503	0.905892	1.32454	0.431247
ACP4	0	0.128105	0.527804	0	0.273612	0.262557	0	0.133603	0.123859	0.130001	0.126157	0.124769	0	0	0	0.127411	0.623663	0.10865	0.109907	0.114839	0	0	0.415413	0
ACP5	7.38113	5.86186	3.96028	3.50687	4.10345	5.53472	3.7126	3.82266	2.92231	2.51079	2.72709	2.1988	6.72987	3.40092	4.21957	3.94636	7.07805	5.43677	2.90919	4.51583	4.20722	5.14534	5.04961	4.89234
ACP6	13.119438	11.783649	15.04792	12.09534	14.074631	12.235828	17.56283	13.929784	14.6435900068475	13.703526	11.554855	18.92879	15.292689	14.78711	19.578664	16.88172	20.77803	20.708633	13.402227	17.30157	13.9095	12.535994	13.25999557	13.927465
ACP7	2.53383	1.04951	1.51293	0.918264	1.11998	0.752594	0.109084	0.218975	0.405887	0.958835	0.103866	0.519762	0.292913	0.399557	0.205708	0.41939	1.63983	0.178005	0.180152	0.470412	0.370827	0.16836	0.340351	0.273219
ACR	0	0	0	0.146259	0.428744	0	0	0	0.129367	0	0	0	0	2.15724e-06	0	0.132932	0.130185	0.340455	0	0	0	0.107192	0	0.17383
ACRBP	0.259874	0	0.442351	0	0.18332	0.264048	0.0893227	0.179358	0.166187	0.0872639	0	0.258983	0.159853	0.0818369	0	0.0861733	0	0.218629	0	0.231127	0	0.34494	0.139361	0
ACRV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.259985	0	0	0	0	0.9791
ACSBG1	89.9493	82.6086	89.3085	77.2148	74.5372	80.7153	99.1965	92.2135	65.8357	116.487	90.0116	77.7732	72.7909	83.3802	80.9508	72.6565	107.714	91.8672	92.858	104.038	84.0588	91.5352	100.157	96.3089
ACSF2	15.7104	17.7806	17.7687	12.9984	9.67468	12.6914	14.2619	12.4736	11.9837	23.9757	16.7589	14.2838	12.5534	14.6874	15.1182	12.2347	15.769	13.2622	21.1599	18.9152	13.5564	15.8205	17.7664	13.8093
ACSF3	16.1595	11.7818	11.4434	15.5279	17.1675	11.692	13.556	11.2313	9.00824	9.46364	13.6345	18.1607	12.6281	12.8871	18.1557	14.4772	19.7778	13.6587	13.9913	15.519	16.0371	16.2784	12.2824	16.9509
ACSL1	28.90485	34.47766	37.07154	33.36096	29.84358	33.99104	43.03797	29.45546	35.67827	30.16092	34.54448	22.906917	37.64594	42.5015	38.2392	37.309917	33.40418	39.2282	34.84791	31.56204	33.254556	33.75407	30.107952	33.11996
ACSL3	194.331	189.002	214.016	201.449	212.979	195.164	165.349	161.996	203.356	128.939	157.975	227.481	163.15	186.246	170.246	155.361	144.979	188.656	160.81	156.983	174.533	166.633	157.191	141.382
ACSL4	33.108966	59.2734	98.4666	68.221974	59.7939	69.3877	49.25584	39.06879	61.37563	43.58569	27.28142	34.98662902	66.9677	44.88475	62.01856	35.73286	26.1314746985	61.1301	48.37869	38.12872	47.4541	36.0046641	41.37589	42.94975
ACSL5	5.653157	6.90607	8.067403	6.59613	6.512642	6.790983	7.035412	6.146749	6.977402	4.50228	4.074483138	3.399508	5.118626	5.248956	6.325632	2.5109	2.94392	4.813782	4.666908	4.905781	6.188427	6.620259	5.82751	4.80339
ACSL6	105.29558	123.4454	138.24726983517	120.92878	130.40318	132.86014	135.101807	128.70784	117.0439352	154.82975	116.0563	98.591505051	128.5976617	134.25322429367	149.20346	100.96551	144.34074	154.50538	145.414972	139.02491	125.95197	127.38546	141.91741	117.88663
ACSM1	0.528802	1.4224	1.07873	1.63842	1.5963	0.766558	2.64534	1.71882	2.09904	0.532172	0.52197	0.606578	0.348039	0.356529	1.68815	0.977916	0.807268	0.698251	1.28567	0.805315	1.85172	0.961942	0.303493	0.488199
ACSM3	1.21745	3.27861	1.50988	1.41591	2.57654	1.59049	2.06246	1.44047	0.917603	0.963652	0.685825	0.519862	1.44431	2.13606	2.45274	0.605533	1.18239	0.51213	1.40738	1.54687	2.3627	1.86993	2.16854	1.63044
ACSM4	0	0	0.370245	0	0	0	0	0	0	0	0.0892684	0	0	0	0	0	0	0	0	0	0	0	0.145795	0
ACSM5	0.518333	1.54076	0.67962	1.4452	1.79904	1.87812	1.75379	1.8377	1.34779	0.968621	0.146206	0.223178	0.204652	0.279543	2.22999	0.29498	0.503563	0.373263	0.567022	0.328853	0.972206	0.824958	0.713855	0.239253
ACSM6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107094	0.1047	0.0909503	0	0.0961401	0.189468	0	0	0.139576
ACSS1	18.9475	20.8987	21.7644	22.5073	21.9396	21.0821	22.7858	22.6685	23.6836	17.4468	21.304	16.132	22.803	24.6163	18.5247	22.6894	27.4423	16.7373	18.5433	18.7725	21.1491	19.2165	21.3561	19.6468
ACSS2	38.4584	44.9129	43.7265	44.0896	47.9308	38.7916	39.7518	49.3603	37.8736	44.1149	49.0778	44.209	44.3424	48.1166	34.2111	48.4586	34.2845	43.1286	43.2154	46.3885	52.9942	38.0885	38.3722	43.3796
ACSS3	6.45862	10.0885	10.7982	7.83797	10.7422	7.08012	11.7232	9.50183	8.63347	9.45404	8.90445	11.3587	10.3233	9.19646	10.766	6.45514	9.30336	10.4594	13.3834	10.2962	7.55778	10.2542	9.97694	8.3797
ACTA1	47.6124	25.447	151.105	126.531	117.447	35.5937	172.183	147.026	117.483	46.2702	26.3117	25.6615	9.31689	5.54464	113.68	60.1056	54.7094	18.0265	10.5259	213.367	140.467	16.8059	69.9297	116.95
ACTA2	14.809	19.5388	6.54307	8.51914	10.4942	17.8095	14.9515	14.1281	12.4009	8.51601	10.9976	7.16417	9.9277	15.3962	13.6242	10.9856	23.9515	20.129	16.9711	33.6339	13.8705	29.6907	19.9217	20.2637
ACTB	1964.25	2087.54	2034.87	1898.6	2043.59	2238.74	1914.63	2123.49	1560.48	1734.08	2013.51	1500.42	2155.36	2090	1862.64	1989.47	1979.03	2000.2	2183.21	1975.52	1890.52	2044.36	2017.92	1918.55
ACTBL2	0	0	0	0	0	0	0	0	0	0.15663	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTC1	21.17542756671	46.0107	16.6317895201	27.367209	29.5548	54.8338	19.9957552	24.4761341536	27.88258982959	12.1621142748	34.1942	37.89626836	50.7404000292603	20.47328	31.20310071347	88.07962731	79.1227	65.320949395	46.0734317436	90.54232924	67.986400282573	100.6322	9.76953003	44.755600576672
ACTG1	844.899	615.929	771.626	805.497	873.296	836.048	739.751	735.173	698.685	746.701	1033.31	667.342	791.581	719.028	873.014	1022.16	916.97	838.685	904.879	920.48	886.547	709.181	629.743	825.447
ACTG2	1.25664	0.417875	0.143496	1.37021	0.148804	0.713832	0.289584	0.72625	0.26935	0.141333	0.82109	0.13458	0.259333	0.52984	0.545769	0.552966	1.62519	1.18145	0.119483	0.874074	0.123032	3.45852	0.451676	0.994935
ACTL10	0.713166	1.19348	1.11638	1.18772	0.924805	0.61084	1.07116	0.906076	0.367149	0.330634	0.922672	0.725478	0.907594	1.24075	1.06406	0.60202	1.43966	2.66765	0.279588	0.340412	0.575098	0.959285	0.351898	0.566808
ACTL6A	9.55359	10.1765	11.2787	9.89252	10.5174	12.2255	12.7916	9.25693	11.7835	17.0299	8.17326	9.32252	14.1048	11.2183	12.3339	11.2705	12.9209	13.9844	11.8165	13.3817	13.1483	10.9665	12.5658	14.6795
ACTL6B	78.7202	69.9855	83.8299	85.7465	86.2438	61.5741	71.4194	74.9547	66.0586	110.842	100.177	55.1855	64.6454	71.3674	82.9641	78.7162	114.17	76.8379	121.153	140.459	87.0334	72.3847	64.4277	124.108
ACTL7A	0	0.129483	0	0	0	0	0.538369	0	0	0	0	0.125986	0.482057	0	0	0.257496	0	0	0	0.116075	0	0	0	0
ACTL7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	1.30357	1.3036	1.34341	1.42422	1.56787	1.16953	0.846986	1.35896	0.472652	0.330573	0	0.15482	0	0	0.79782	0.804971	0.315925	0.414683	0.279448	0.58431	1.00746	0.130387	0.264181	0.422585
ACTL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTMAP	5.97865	5.10105000352381	7.8296	6.402522	7.22237113505	5.50961	3.58556	2.9031	4.48357	5.30586	6.7279043	3.417924	5.34838	4.576813	8.01935	6.8726	5.88168	6.05589	5.89163	5.48733	4.432361	4.31684	3.30532	6.4054923
ACTN1	33.84065	41.70972	32.96885	31.75755	33.76819	44.38885	31.90685	32.36643	43.9349	36.5443	39.61373	16.9369	36.073888	43.73945	30.66226	45.88392	31.05617	43.87341	39.16033	36.1287	40.87181	56.75837	45.94065	39.35643
ACTN2	21.80272	21.73527	33.682277	28.83096	37.39992	25.928508	24.281479	25.17837	22.36907	41.74018	25.91781	13.9339	34.31141	21.894485	26.00082	27.32399	30.77158	19.92211	46.20775	43.55392	42.64285	17.84805	16.61351	46.19096
ACTN3	1.10619	0.109394	0.562806	1.09952	1.16557	0.11198	0.852641	0.85646	0.581716	0.222243	0.164154	0.0562479	0	0.104249	0.697348	0.551765	0.107516	0.582637	0.140948	0.686449	0.193283	0.571523	0.443506	0.642909
ACTN4	122.78468	133.19871	111.079928	106.3606	109.567267	139.72298	131.517328	136.9823305	112.3802	99.04528	146.52429	81.05937	134.7065	136.11796	104.326041	146.92957	101.96917	119.98075	111.15822	97.31297	110.95347	135.15221	116.57159	100.0291
ACTR10	61.3649	75.2587	89.9647	77.2591	87.2088	87.7162	88.6801	77.2285	99.7647	60.3474	49.2032	53.2756	88.35	77.1057	75.3671	61.8774	51.8515	97.3433	80.2802	74.6439	68.1113	61.1932	69.0896	62.3539
ACTR1A	240.47	250.942	219.78	237.761	233.101	223.445	238.236	252.564	236.242	227.603	272.536	178.528	241.347	265.22	223.967	272.068	249.157	222.555	229.505	226.808	260.94	286.137	270.311	249.057
ACTR1B	290.613	303.034	289.656	276.642	273.971	314.529	342.633	303.523	373.042	219.505	284.61	275.848	266.763	311.419	289.436	279.405	300.947	289.425	252.722	243.09	239.801	336.859	307.156	258.225
ACTR2	93.67302	134.67302	165.87282	136.867304	141.7268	165.554582	125.91911	128.40787	136.4012	132.705121	88.016057	100.7358	142.06915	109.280443	170.57263	115.013958	93.72537	181.40028	141.9456	131.326062	151.3066	110.38872	129.672648	124.975028
ACTR3	102.499	139.966	161.015	121.814	149.601	155.224	121.251	135.186	138.092	143.405	105.254	138.12	156.399	123.726	126.519	129.63	108.01	134.82	144.534	141.412	159.936	115.949	116.436	147.663
ACTR5	13.851	10.393478	13.26232	12.5297	14.29435	13.85285	15.57646	16.72767	16.30168	15.221602	14.88175	18.61174	13.89644	14.65117	14.69857	16.27607	18.92504	17.4156	13.781113	17.12123	15.26203	15.86347	18.445522	19.55564
ACTR6	30.2887	40.1992	40.0691	37.6398	44.2198	43.8495	39.6324	35.981	46.9314	37.1902	20.3167	45.707	38.7841	34.653	36.2946	25.2035	26.308	36.1746	39.2224	38.4573	41.9677	33.872	30.3386	41.8999
ACTR8	13.76065	11.307448	11.51442	10.72002	11.76175	12.267826	12.79241	13.89424	14.56028	12.2447	10.91605	10.721123	10.79074	11.26349	8.38911	9.9719	11.5309	11.94907	12.43146	12.63241	13.094172	11.05638	9.11446	13.2994
ACTRT2	0	0	0	0	0	0	0	0	0	0	0.150697	0	0	0.146261	0	0.304553	0.149322	0	0	0	0	0	0	0
ACTRT3	1.0675	1.52303	1.28577	1.695018	0.914334000619845	0.934884	1.67488	1.138715	1.84883	1.19542	0.940147	0.650144	1.56849	1.89743	2.368267	1.0681	1.56092	1.62236	1.24192	1.393686	0.93088400327325	1.2555	1.9938	1.78316
ACVR1	9.409274	10.757944	13.115892	13.087269	11.57396	12.45599	10.765834	9.450274	11.335688	10.8241	8.693303	8.01298	10.669562	11.36776	11.21645	9.232236	10.7503	13.137054	10.5073	10.750672	8.84176	8.805583	10.03758	9.630219
ACVR1B	65.5576	79.5171	79.3817	81.5532	81.3521	101.626	84.1602	82.2586	99.9096	96.525	85.9743	72.3717	98.2916	91.2777	109.035	102.053	81.1103	107.204	111.605	95.2087	108.346	88.3388	85.2141	94.136
ACVR1C	0.235917	0.609875	0.522642	0.874902	0.386307	0.668477	0.377215	1.09193	0.687917	9.40079	0.879198	0.446696	0.391113	0.526367	0.812181	0.856267	2.29525	1.02163	7.28885	4.68602	3.90004	0.455938	0.306156	8.22394
ACVR2A	21.32335	21.59273	31.8124	30.34287	38.7238	23.67949	18.68521	29.2876	19.88288	24.40698	22.75034	11.83728	21.83488	18.83736	17.56295	34.6085	19.34994	21.5257	35.4089	27.1949	43.0112	15.63798	14.55525	32.6724
ACVR2B	2.719984	2.75917	2.032938	2.35683	4.43882	3.1502100102238	1.66511	2.17102	2.86597	1.53628	2.67398	1.703649	3.47671	3.05087	4.988717	5.92865	3.39668	3.556315	3.54906	2.340261	4.91633	1.224612	2.468484	4.189917
ACVRL1	30.69843	16.56507	20.33635	19.75152	14.77437	18.63303	23.13419	13.45601	15.09164	18.23178	17.10601	22.40575	28.50661	16.72816	15.13420911188	16.8857800019948	14.3611900035159	16.27909	12.48594	20.3516	12.59888	19.91926263989	15.85299	17.39041
ACY1	11.489	18.6352	16.9343	15.2885	11.2588	18.99	16.0087	18.3519	17.282	14.286	12.6352	20.6793	11.0545	10.8617	14.7241	19.7942	14.1306	14.8351	18.2001	17.1315	12.934	12.8933	13.5669	14.7987
ACYP1	98.78815	151.8829	122.0911	103.4603	110.61762	145.0414	129.51227	121.91152	146.24572	97.09198	116.84844	111.17869	125.7775	142.27332	104.92145	112.15896	98.35146	98.62321	126.88914	108.9788	114.64775	128.723	131.46508	102.70496
ACYP2	30.297844	28.787001	27.780401	25.847371	27.58824	34.968104	35.772762	30.485433	40.288514	69.626378	29.01777	33.32693	37.496327	28.919135	36.518214	21.7429	30.62937	51.596113	39.815804	47.672609	26.195333	25.418129	52.13914	35.724656
ADA	1.65653	0.432523	2.40432	2.36601	1.47616	1.32888	1.07888	0.812381	1.42182	0.702667	1.11732	1.5634	2.65483	0.494223	1.27197	1.04072	1.77816	1.90717	1.41105	0.620367	0.687738	1.73593	1.47285	0.789155
